mode,load,0_resnet34-16,1_vgg16-2,2_vgg16-8
mps-uncap,0.8,734.8837765805247,198.76267722050417,802.3959643590041
mps-uncap,0.9,868.0743334392748,224.07570867577502,908.3839870231786
mps-uncap,1.0,943.1038174684547,254.17285634867636,986.6349197320425
mps-uncap,0.5,467.0006307192468,125.47431643500252,491.5169729155862
mps-uncap,0.6,543.2141903035387,147.87350959046137,601.7735560186983
mps-uncap,0.7,660.9753733221892,176.77066540072033,692.2366648719199
mps-uncap,0.1,86.1055123387018,25.54791433258232,96.87093201488874
mps-uncap,0.2,188.41500806299385,50.53351886116203,204.08379591837647
mps-uncap,0.3,272.557629250678,73.9223604226489,294.6153850022829
mps-uncap,0.4,357.3779777722287,96.80039345381273,403.1943809643517
