mode,load,0_resnet34-16,1_resnet50-8,2_squeezenet1_1-32
mps-uncap,0.8,1343.0677182272188,566.9547706874587,3900.785863490551
mps-uncap,0.9,1489.526263722366,642.9279684441726,4362.841039735192
mps-uncap,1.0,1712.4294990800427,738.3338884920291,4857.188195797761
mps-uncap,0.5,847.9946334108954,372.63791020735596,2415.0240400748735
mps-uncap,0.6,991.1206739709522,436.52204194295,2884.89960963555
mps-uncap,0.7,1151.1550962295662,509.1942531582886,3434.0119456872103
mps-uncap,0.1,176.4724763483968,72.3400633403975,503.2841007663962
mps-uncap,0.2,336.0593559439221,144.89379014148372,965.517509112741
mps-uncap,0.3,516.2479228301493,213.99638569666948,1452.6317410947456
mps-uncap,0.4,672.5529758254637,292.6952614107493,1892.9257394354195
