mode,load,0_resnet34-16,1_resnet50-8,2_squeezenet1_1-32
mps-uncap,0.8,9.424328804016113,9.838700294494629,6.609916687011719
mps-uncap,0.9,13.522148132324219,14.058947563171387,9.903550148010254
mps-uncap,1.0,556.0802221298218,39.5503044128418,57.50703811645508
mps-uncap,0.5,5.981683731079102,7.38835334777832,4.737615585327148
mps-uncap,0.6,6.441473960876465,7.593631744384766,4.99725341796875
mps-uncap,0.7,7.514595985412598,8.58926773071289,5.943417549133301
mps-uncap,0.1,5.003809928894043,6.655097007751465,3.6487579345703125
mps-uncap,0.2,5.184769630432129,6.693840026855469,3.6339759826660156
mps-uncap,0.3,5.395650863647461,6.9321393966674805,3.673553466796875
mps-uncap,0.4,5.5724382400512695,7.091760635375977,4.334211349487305
