mode,load,0_resnet34-16,1_resnet50-8,2_squeezenet1_1-32
mps-uncap,0.8,17.314791679382317,16.666293144226074,10.771870613098145
mps-uncap,0.9,34.74497795104982,36.08558177947994,24.39804077148438
mps-uncap,1.0,924.1058826446533,114.0329837799072,128.6330223083496
mps-uncap,0.5,5.355954170227051,6.183147430419922,3.992104530334472
mps-uncap,0.6,6.59770965576172,7.186508178710943,5.1165580749511745
mps-uncap,0.7,9.247469902038578,10.32214164733887,8.204460144042969
mps-uncap,0.1,0.06890296936035156,0.06842613220214844,0.06885528564453126
mps-uncap,0.2,0.6570816040039057,1.0677099227905245,0.3184080123901367
mps-uncap,0.3,2.875423431396485,3.7745952606201203,2.241373062133789
mps-uncap,0.4,3.5431861877441406,5.386829376220703,2.847671508789062
