mode,load,0_densenet201-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,444.7759731932661,2277.1489427285737,2277.1597756062365,737.5140492381655
