mode,load,0_inception_v3-2,1_mobilenet_v2-32,2_mobilenet_v3_small-2,3_vgg19-32
mps-uncap,1.0,0.000476837158203125,0.006198883056640625,0.010251998901367188,0.0007152557373046875
