mode,load,0_resnet18-32,1_squeezenet1_0-2,2_vgg16-16
mps-uncap,0.8,4.1637420654296875,0.9839534759521484,9.26828384399414
mps-uncap,0.9,4.128694534301758,0.9832382202148438,9.298324584960938
mps-uncap,1.0,4.166603088378906,0.9825229644775391,9.317398071289062
mps-uncap,0.5,4.121065139770508,0.9932518005371094,9.223461151123047
mps-uncap,0.6,4.139423370361328,0.9958744049072266,9.21320915222168
mps-uncap,0.7,4.1484832763671875,0.9825229644775391,9.270191192626953
mps-uncap,0.1,4.143476486206055,1.062631607055664,9.21487808227539
mps-uncap,0.2,4.140377044677734,1.0018348693847656,9.181022644042969
mps-uncap,0.3,4.125833511352539,0.9717941284179688,9.215354919433594
mps-uncap,0.4,4.138469696044922,1.0008811950683594,9.215593338012695
