mode,load,0_resnet18-32,1_squeezenet1_0-2,2_vgg16-16
mps-uncap,0.8,4.186868667602539,1.0161399841308594,9.289026260375977
mps-uncap,0.9,4.169225692749023,1.0037422180175781,9.331941604614258
mps-uncap,1.0,4.230737686157227,1.0426044464111328,9.334564208984375
mps-uncap,0.5,4.149436950683594,1.0089874267578125,9.259462356567383
mps-uncap,0.6,4.179716110229492,1.0097026824951172,9.25135612487793
mps-uncap,0.7,4.176855087280273,1.0437965393066406,9.301900863647461
mps-uncap,0.1,4.156351089477539,1.077413558959961,9.233713150024414
mps-uncap,0.2,4.153251647949219,1.0225772857666016,9.205341339111328
mps-uncap,0.3,4.143238067626953,1.0211467742919922,9.238243103027344
mps-uncap,0.4,4.157304763793945,1.0280609130859375,9.238004684448242
