mode,load,0_resnet18-32,1_squeezenet1_0-2,2_vgg16-16
mps-uncap,0.8,1912.6790393593667,153.5018422701857,959.0074081174298
mps-uncap,0.9,2148.7951871007513,172.92186190573696,1104.669742519144
mps-uncap,1.0,2472.331207954698,193.47462323611143,1210.2660353321003
mps-uncap,0.5,1180.738530948031,94.90412054463373,586.9309143258754
mps-uncap,0.6,1411.4391706955846,118.22332059972159,740.2271862182492
mps-uncap,0.7,1714.802357677575,132.85018862713954,872.2310590823345
mps-uncap,0.1,242.5490752876817,19.65465908427075,124.77956687465765
mps-uncap,0.2,495.9155919975751,39.36759062517708,255.78454861724273
mps-uncap,0.3,709.9243252149593,62.422016155493075,368.73664404028165
mps-uncap,0.4,985.3918192005848,79.35422572650438,491.63493451272535
