mode,load,0_efficientnet_b7-4,1_vgg13-32,2_vgg16-4
mps-uncap,0.8,0.014781951904296875,0.012159347534179688,0.008821487426757812
mps-uncap,0.9,0.0152587890625,0.010251998901367188,0.00858306884765625
mps-uncap,1.0,0.022649765014648438,0.011682510375976562,0.011205673217773438
mps-uncap,0.5,0.0152587890625,0.011682510375976562,0.010728836059570312
mps-uncap,0.6,0.01430511474609375,0.010013580322265625,0.010728836059570312
mps-uncap,0.7,0.014781951904296875,0.011444091796875,0.009059906005859375
mps-uncap,0.1,0.029087066650390625,0.013589859008789062,0.020742416381835938
mps-uncap,0.2,0.02574920654296875,0.015974044799804688,0.010251998901367188
mps-uncap,0.3,0.029802322387695312,0.011920928955078125,0.01239776611328125
mps-uncap,0.4,0.015020370483398438,0.011920928955078125,0.01239776611328125
