mode,load,0_efficientnet_b7-4,1_vgg13-32,2_vgg16-4
mps-uncap,0.8,596.9610214233398,308.66074562072754,175.89449882507324
mps-uncap,0.9,979.7873497009277,248.25596809387207,162.60933876037598
mps-uncap,1.0,1837.6338481903076,1192.6696300506592,613.7597560882568
mps-uncap,0.5,130.9676170349121,75.60348510742188,51.41282081604004
mps-uncap,0.6,207.564115524292,131.6087245941162,82.21220970153809
mps-uncap,0.7,290.0681495666504,141.34502410888672,94.81549263000488
mps-uncap,0.1,32.567501068115234,29.433012008666992,18.253803253173828
mps-uncap,0.2,51.3758659362793,41.69654846191406,25.19369125366211
mps-uncap,0.3,69.59033012390137,56.62393569946289,28.725385665893555
mps-uncap,0.4,84.86747741699219,114.63356018066406,36.667585372924805
