mode,load,0_efficientnet_b7-4,1_vgg13-32,2_vgg16-4
mps-uncap,0.8,27.121820116135893,1376.4432956958153,173.0595657413892
mps-uncap,0.9,30.469422931975966,1507.1086661103034,191.00731515310267
mps-uncap,1.0,31.1401539776188,1694.105107052169,209.64667288171995
mps-uncap,0.5,16.28117988119899,864.5564471683897,102.72036628473248
mps-uncap,0.6,19.569569384463662,1029.4923258755625,126.03746148319784
mps-uncap,0.7,23.10393639799534,1167.82635896617,141.91994011168393
mps-uncap,0.1,2.791860518699399,170.79155624835698,22.7355484487135
mps-uncap,0.2,5.6156571740093675,333.1535633757543,48.59670539430411
mps-uncap,0.3,8.839898979432705,498.93373202667027,61.658588752057064
mps-uncap,0.4,12.84789421430121,706.9169343238941,81.07966372991325
