mode,load,0_efficientnet_b7-4,1_vgg13-32,2_vgg16-4
mps-uncap,0.8,126.26359462738037,18.53036880493164,18.43118667602539
mps-uncap,0.9,124.1196870803833,18.728208541870117,18.5593843460083
mps-uncap,1.0,141.74914360046387,19.0244197845459,19.620418548583984
mps-uncap,0.5,57.161045074462905,16.974210739135742,15.782260894775392
mps-uncap,0.6,79.43952083587646,17.433929443359375,16.517972946166992
mps-uncap,0.7,95.36926746368407,17.708110809326172,17.18449592590332
mps-uncap,0.1,30.976295471191406,14.99505043029785,3.2747983932495117
mps-uncap,0.2,37.44874000549321,16.21408462524414,9.484457969665534
mps-uncap,0.3,35.979270935058594,16.2583589553833,11.89112663269043
mps-uncap,0.4,51.91485881805421,16.449928283691406,14.264440536499022
