mode,load,0_efficientnet_b7-4,1_vgg13-32,2_vgg16-4
mps-uncap,0.8,400.88439464569115,205.9706211090091,131.32786750793457
mps-uncap,0.9,838.5971975326528,198.012228012085,96.03546619415289
mps-uncap,1.0,1589.8025035858154,1081.4564538002019,451.8240165710457
mps-uncap,0.5,63.06273937225343,38.87554168701174,20.129823684692422
mps-uncap,0.6,83.4130454063415,67.84464359283447,33.2338380813599
mps-uncap,0.7,100.51696777343723,71.8833303451538,39.38147544860866
mps-uncap,0.1,0.07241249084472656,12.928187847137451,1.6330361366271922
mps-uncap,0.2,0.48576831817627736,16.699733734130856,5.895700454711912
mps-uncap,0.3,0.072479248046875,26.79695367813112,7.129287719726596
mps-uncap,0.4,26.558279991149888,30.135769844055105,14.999716281890862
