mode,load,0_efficientnet_b7-4,1_vgg13-32,2_vgg16-4
mps-uncap,0.8,0.060439109802246094,14.499664306640625,0.21076202392578125
mps-uncap,0.9,12.143969535827637,28.201699256896973,5.915999412536621
mps-uncap,1.0,477.94532775878906,406.9087505340576,111.98902130126953
mps-uncap,0.5,0.059604644775390625,0.05435943603515625,0.050067901611328125
mps-uncap,0.6,0.05936622619628906,2.595186233520508,0.04792213439941406
mps-uncap,0.7,0.05817413330078125,5.742073059082031,0.0457763671875
mps-uncap,0.1,0.060558319091796875,0.06282329559326172,0.05936622619628906
mps-uncap,0.2,0.060558319091796875,0.0591278076171875,0.05435943603515625
mps-uncap,0.3,0.0591278076171875,0.05650520324707031,0.0514984130859375
mps-uncap,0.4,0.057697296142578125,0.05030632019042969,0.05245208740234375
