mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,1.0,2248.6256959499315,2230.5262207780024,2230.859949461228,1162.566215372707
