mode,load,0_alexnet-8,1_efficientnet_b5-4,2_resnet34-2
mps-uncap,0.8,1.8329620361328125,17.82703399658203,3.845691680908203
mps-uncap,0.9,2.5489330291748047,27.492523193359375,4.80496883392334
mps-uncap,1.0,5.3539276123046875,134.9862813949585,7.219552993774414
mps-uncap,0.5,1.3489723205566406,12.848615646362305,4.666328430175781
mps-uncap,0.6,1.4122724533081055,12.854814529418945,4.345178604125977
mps-uncap,0.7,1.5110969543457031,13.845682144165039,3.9222240447998047
mps-uncap,0.1,1.256108283996582,21.137714385986328,4.7539472579956055
mps-uncap,0.2,1.2805461883544922,16.262531280517578,4.782319068908691
mps-uncap,0.3,1.3003349304199219,15.65241813659668,4.750490188598633
mps-uncap,0.4,1.3129711151123047,14.505267143249512,4.8046112060546875
