mode,load,0_alexnet-8,1_efficientnet_b5-4,2_resnet34-2
mps-uncap,0.8,1.4703750610351565,14.032554626464844,3.5429000854492188
mps-uncap,0.9,1.5021562576293945,14.485025405883789,3.60867977142334
mps-uncap,1.0,1.5404224395751953,14.986848831176758,3.7140846252441406
mps-uncap,0.5,1.4026165008544922,14.826345443725588,4.648470878601074
mps-uncap,0.6,1.4314651489257812,13.09623718261719,4.439496994018555
mps-uncap,0.7,1.4491081237792969,12.934303283691406,3.8684606552124023
mps-uncap,0.1,1.3369798660278323,21.715641021728516,4.9903154373168945
mps-uncap,0.2,1.3515949249267578,20.87399959564209,5.0362348556518555
mps-uncap,0.3,1.371145248413086,16.55745506286621,5.001091957092285
mps-uncap,0.4,1.383066177368164,15.729594230651855,4.928302764892578
