mode,load,0_alexnet-8,1_efficientnet_b5-4,2_resnet34-2
mps-uncap,0.8,3.267621994018555,30.63645362854004,6.235218048095703
mps-uncap,0.9,5.960226058959961,58.254146575927734,8.401966094970701
mps-uncap,1.0,13.403940200805671,528.4851551055908,15.69919586181641
mps-uncap,0.5,1.2383460998535156,11.773109436035158,5.500602722167969
mps-uncap,0.6,1.6407489776611335,14.791727066040044,5.2127838134765625
mps-uncap,0.7,2.1863460540771484,19.74892616271973,5.67936897277832
mps-uncap,0.1,0.05555152893066406,4.603147506713867,0.0685930252075196
mps-uncap,0.2,0.5314350128173828,11.239123344421392,3.3050775527954124
mps-uncap,0.3,0.8566856384277342,12.768363952636713,4.1062593460083
mps-uncap,0.4,1.0628938674926758,11.643338203430178,5.284118652343749
