mode,load,0_alexnet-8,1_efficientnet_b5-4,2_resnet34-2
mps-uncap,0.8,4172.882392738516,218.07022202731767,403.7512742808168
mps-uncap,0.9,4591.903958550407,251.33967916573155,455.9917568467905
mps-uncap,1.0,5228.859541547665,284.9352302244608,489.983075686526
mps-uncap,0.5,2610.114514332634,143.33467009431854,248.87952968714578
mps-uncap,0.6,3047.2286492043395,168.15820496732277,300.8283329741791
mps-uncap,0.7,3564.3556839796856,195.77857453228248,350.82963064749924
mps-uncap,0.1,538.3838620862851,27.69354204400582,50.79131138354935
mps-uncap,0.2,1027.5677123841401,56.971591307627406,99.3629374711552
mps-uncap,0.3,1584.393710540587,82.77302525013246,154.0617300229598
mps-uncap,0.4,2104.149465391909,116.23895246664206,198.50566089969183
