mode,load,0_alexnet-8,1_efficientnet_b5-4,2_resnet34-2
mps-uncap,0.8,4.555034637451173,42.234992980957024,9.155869483947754
mps-uncap,0.9,7.291913032531738,70.69649696350099,11.532139778137205
mps-uncap,1.0,14.787483215332042,542.6244974136353,18.917655944824233
mps-uncap,0.5,2.4776458740234375,23.06661605834961,9.257555007934574
mps-uncap,0.6,2.8772115707397465,25.525760650634773,8.634328842163086
mps-uncap,0.7,3.4592151641845703,30.547571182250977,8.808374404907227
mps-uncap,0.1,1.4341831207275393,22.877931594848633,5.282807350158691
mps-uncap,0.2,1.6647577285766602,26.155638694763187,7.874584197998047
mps-uncap,0.3,2.007579803466797,26.57480239868164,8.54635238647461
mps-uncap,0.4,2.2356748580932617,22.976088523864746,9.684467315673826
