mode,load,0_alexnet-8,1_efficientnet_b5-4,2_resnet34-2
mps-uncap,0.8,2.337932586669922,16.554832458496094,4.853963851928711
mps-uncap,0.9,2.6810169219970703,16.824960708618164,4.95147705078125
mps-uncap,1.0,2.9001235961914062,17.64082908630371,5.423545837402344
mps-uncap,0.5,1.8732547760009766,21.831989288330078,5.562782287597656
mps-uncap,0.6,2.4614334106445312,17.215251922607422,5.702972412109375
mps-uncap,0.7,2.7191638946533203,17.08197593688965,5.372285842895508
mps-uncap,0.1,2.476930618286133,22.823095321655273,5.677938461303711
mps-uncap,0.2,2.259492874145508,25.862932205200195,6.177186965942383
mps-uncap,0.3,1.844167709350586,22.9189395904541,5.890846252441406
mps-uncap,0.4,2.4750232696533203,22.060155868530273,5.989551544189453
