mode,load,0_alexnet-8,1_efficientnet_b5-4,2_resnet34-2
mps-uncap,0.8,1.6299295425415035,15.064506530761719,4.106874465942384
mps-uncap,0.9,1.6520023345947266,15.197477340698244,4.021809101104737
mps-uncap,1.0,1.676445007324218,15.451276302337646,4.017012119293213
mps-uncap,0.5,1.5829277038574217,16.4804744720459,5.190329551696777
mps-uncap,0.6,1.608319282531738,16.103801727294922,4.797897338867187
mps-uncap,0.7,1.6236305236816406,14.688081741333006,4.566538333892826
mps-uncap,0.1,1.4602994918823242,22.62420654296875,5.364079475402832
mps-uncap,0.2,1.4880657196044926,22.428498268127438,5.508034229278564
mps-uncap,0.3,1.5189266204833984,21.719417572021488,5.368347167968747
mps-uncap,0.4,1.5568733215332031,16.883673667907715,5.424909591674805
