mode,load,0_alexnet-4,1_alexnet-2,2_inception_v3-4
mps-uncap,1.0,0.7979869842529297,0.7517337799072266,8.785486221313477
mig,1.0,1.2052059173583984,1.4057159423828125,8.608818054199219
