mode,load,0_alexnet-4,1_alexnet-2,2_inception_v3-4
mps-uncap,1.0,1.3775825500488281,1.3763904571533203,10.03413200378418
mig,1.0,1.698086261749266,1.8223071098327632,9.249212741851807
