mode,load,0_alexnet-4,1_alexnet-2,2_inception_v3-4
mps-uncap,1.0,1.3777256011962904,1.3766288757324219,10.034298896789549
mig,1.0,1.6982555389404297,1.8224716186523438,9.249348640441895
