mode,load,0_alexnet-4,1_alexnet-2,2_inception_v3-4
mps-uncap,1.0,0.006198883056640625,0.006198883056640625,0.0057220458984375
mig,1.0,0.007152557373046875,0.0064373016357421875,0.006198883056640625
