mode,load,0_alexnet-4,1_alexnet-2,2_inception_v3-4
mps-uncap,1.0,0.7979869842529297,0.7519721984863281,8.785486221313477
mig,1.0,1.2054443359375,1.405954360961914,8.608818054199219
