mode,load,0_alexnet-4,1_alexnet-2,2_inception_v3-4
mps-uncap,1.0,1.117706298828125,1.079559326171875,9.340763092041016
mig,1.0,1.2562274932861328,1.4750957489013672,8.713483810424805
