mode,load,0_efficientnet_b6-16,1_mobilenet_v2-32,2_squeezenet1_1-2,3_vgg11-32
mps-uncap,1.0,0.007152557373046875,0.000476837158203125,0.000476837158203125,0.000476837158203125
