mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_resnet152-32
mps-uncap,1.0,0.0045299530029296875,0.000476837158203125,0.0050067901611328125,0.000476837158203125
