mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-16,2_mobilenet_v3_large-16,3_mobilenet_v3_large-16
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
