mode,load,0_alexnet-32,1_densenet201-16,2_resnet101-16
mps-uncap,0.8,3.74600887298584,42.188167572021484,22.418642044067383
mps-uncap,0.9,4.048156738281249,45.49551010131836,23.742723464965824
mps-uncap,1.0,4.222869873046875,46.50464057922363,24.53739643096924
mps-uncap,0.5,3.2472610473632812,32.903122901916504,18.101787567138675
mps-uncap,0.6,3.4347534179687504,35.60965061187744,19.27011013031006
mps-uncap,0.7,3.583669662475586,39.34288024902344,21.0723876953125
mps-uncap,0.1,2.454376220703125,30.612730979919434,13.78328800201416
mps-uncap,0.2,2.7416706085205083,29.982471466064453,14.348721504211426
mps-uncap,0.3,2.901315689086914,28.885459899902354,15.37926197052002
mps-uncap,0.4,3.1316280364990248,29.534387588500977,16.52021408081055
