mode,load,0_alexnet-32,1_densenet201-16,2_resnet101-16
mps-uncap,0.8,4.666793346405028,46.12421989440918,24.08258438110352
mps-uncap,0.9,4.758620262145998,46.84912443161011,25.010957717895508
mps-uncap,1.0,4.976296424865722,47.305898666381836,25.29366970062256
mps-uncap,0.5,4.031200408935546,38.08242797851562,22.195003032684326
mps-uncap,0.6,4.380817413330079,42.53728151321412,21.97305202484131
mps-uncap,0.7,4.565823078155521,45.01160144805908,23.090839385986328
mps-uncap,0.1,3.4535479545593266,33.448002338409424,16.345012187957767
mps-uncap,0.2,3.6209869384765616,32.680068016052246,16.580023765563965
mps-uncap,0.3,3.827834129333497,32.513186931610115,18.051929473876953
mps-uncap,0.4,4.075407981872559,35.51600456237793,20.289824008941647
