mode,load,0_alexnet-32,1_densenet201-16,2_resnet101-16
mps-uncap,0.8,18.220260143279997,184.65662002563477,131.92842483520508
mps-uncap,0.9,32.34962940216073,704.725568294525,399.3018841743473
mps-uncap,1.0,104.51636314392087,692.8232002258309,739.9056100845336
mps-uncap,0.5,6.32312774658203,52.597153186798074,26.03542804718018
mps-uncap,0.6,7.762994766235395,55.5353355407716,34.78093862533571
mps-uncap,0.7,12.2481942176819,118.82233619689953,48.48599433898926
mps-uncap,0.1,2.1226668357849126,9.409086704254138,10.339334011077883
mps-uncap,0.2,2.680501937866206,23.722529411315904,14.496841430664018
mps-uncap,0.3,3.284907341003429,18.818118572235125,18.464114665985154
mps-uncap,0.4,5.139575004577637,30.416736602783207,18.256638050079307
