mode,load,0_alexnet-32,1_densenet201-16,2_resnet101-16
mps-uncap,0.8,2.1643638610839844,16.002655029296875,9.993553161621094
mps-uncap,0.9,2.1674633026123047,16.700029373168945,10.174036026000977
mps-uncap,1.0,2.1789073944091797,18.56374740600586,10.074615478515625
mps-uncap,0.5,2.171039581298828,15.812158584594727,9.9945068359375
mps-uncap,0.6,2.171754837036133,15.735626220703125,10.036230087280273
mps-uncap,0.7,2.167224884033203,15.866994857788086,10.02955436706543
mps-uncap,0.1,2.1920204162597656,15.775442123413086,10.004520416259766
mps-uncap,0.2,2.170562744140625,15.75160026550293,9.998321533203125
mps-uncap,0.3,2.1674633026123047,15.732288360595703,10.002374649047852
mps-uncap,0.4,2.172231674194336,15.744447708129883,9.994745254516602
