mode,load,0_alexnet-32,1_densenet201-16,2_resnet101-16
mps-uncap,0.8,1.3898611068725586,4.383087158203125,5.748987197875977
mps-uncap,0.9,3.6330223083496094,27.454733848571777,21.92056179046631
mps-uncap,1.0,17.60244369506836,104.18105125427246,163.32781314849854
mps-uncap,0.5,0.044345855712890625,0.05817413330078125,0.051975250244140625
mps-uncap,0.6,0.04482269287109375,0.05710124969482422,0.05042552947998047
mps-uncap,0.7,0.3300905227661133,0.05936622619628906,0.057220458984375
mps-uncap,0.1,0.04792213439941406,0.06020069122314453,0.06103515625
mps-uncap,0.2,0.04553794860839844,0.06437301635742188,0.060677528381347656
mps-uncap,0.3,0.04506111145019531,0.06127357482910156,0.059604644775390625
mps-uncap,0.4,0.04363059997558594,0.060558319091796875,0.057578086853027344
