mode,load,0_alexnet-32,1_densenet201-16,2_resnet101-16
mps-uncap,0.8,2.8526782989501953,31.433820724487305,17.10677146911621
mps-uncap,0.9,3.2117366790771484,39.01064395904541,20.120739936828613
mps-uncap,1.0,3.4041404724121094,45.151472091674805,22.99022674560547
mps-uncap,0.5,2.2547245025634766,21.640419960021973,12.686848640441895
mps-uncap,0.6,2.551555633544922,24.51181411743164,13.704180717468262
mps-uncap,0.7,2.7042627334594727,27.30083465576172,15.562057495117188
mps-uncap,0.1,2.2614002227783203,28.88798713684082,12.096762657165527
mps-uncap,0.2,2.2492408752441406,22.41647243499756,12.23599910736084
mps-uncap,0.3,2.2454261779785156,21.396636962890625,12.454867362976074
mps-uncap,0.4,2.25067138671875,21.645545959472656,12.762784957885742
