mode,load,0_vgg19-32,1_alexnet-2,2_densenet201-8
mps-uncap,1.0,24.918317794799805,0.7739067077636719,87.57758140563965
mig,1.0,48.23112487792969,1.4331340789794922,24.712324142456055
