mode,load,0_vgg19-32,1_alexnet-2,2_densenet201-8
mps-uncap,1.0,26.552677154541016,4.0378570556640625,105.54826259613037
mig,1.0,49.68118667602539,1.4967918395996094,25.42400360107422
