mode,load,0_vgg19-32,1_alexnet-2,2_densenet201-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.0059604644775390625,0.000476837158203125
