mode,load,0_efficientnet_b5-2,1_vgg13-32,2_vgg19-2
mps-uncap,0.8,20.25177672502291,1467.8155179282885,92.01726605843726
mps-uncap,0.9,26.287352582987577,1651.8202832532838,101.5693001298713
mps-uncap,1.0,26.61516019532972,1867.2384906760124,115.48408996096194
mps-uncap,0.5,12.31578691574958,882.8367021810415,55.490631830733435
mps-uncap,0.6,15.86810825877541,1134.4295943278328,69.53411636826036
mps-uncap,0.7,18.86167229513541,1286.8907485434186,77.92133767452107
mps-uncap,0.1,3.2541902362531605,185.04800767248213,11.904372255935781
mps-uncap,0.2,5.195475683780238,366.5018206830286,23.81362897377685
mps-uncap,0.3,7.679576053547518,566.6965945343615,36.0113739339577
mps-uncap,0.4,9.841470333852575,759.1296058238754,44.24704861776686
