mode,load,0_efficientnet_b5-2,1_vgg13-32,2_vgg19-2
mps-uncap,0.8,99.48487281799326,85.98482608795166,38.30418586730961
mps-uncap,0.9,290.4150485992433,132.77640342712402,68.29023361206055
mps-uncap,1.0,1440.5767679214487,1574.7935771942139,555.3542613983155
mps-uncap,0.5,43.66667270660401,30.085325241088867,15.356421470642092
mps-uncap,0.6,58.849477767944336,42.834663391113274,19.58494186401367
mps-uncap,0.7,77.13470458984374,53.9851188659668,27.089023590087898
mps-uncap,0.1,21.11685276031494,15.591239929199219,2.753019332885742
mps-uncap,0.2,30.14636039733886,20.767450332641605,9.875059127807617
mps-uncap,0.3,30.32815456390381,27.037692070007324,12.039661407470703
mps-uncap,0.4,41.6733741760254,29.259204864501953,14.522314071655273
