mode,load,0_efficientnet_b5-2,1_vgg13-32,2_vgg19-2
mps-uncap,0.8,8.780241012573242,14.569997787475586,2.2635459899902344
mps-uncap,0.9,8.708000183105469,14.591455459594727,2.274036407470703
mps-uncap,1.0,9.046792984008789,14.560699462890625,2.251148223876953
mps-uncap,0.5,8.690834045410156,14.50967788696289,2.26593017578125
mps-uncap,0.6,8.381843566894531,14.513731002807617,2.263784408569336
mps-uncap,0.7,8.55708122253418,14.546632766723633,2.295970916748047
mps-uncap,0.1,9.721755981445312,14.491796493530273,2.2873878479003906
mps-uncap,0.2,8.646249771118164,14.46843147277832,2.252817153930664
mps-uncap,0.3,9.429454803466797,14.506340026855469,2.260923385620117
mps-uncap,0.4,8.461475372314453,14.499664306640625,2.2542476654052734
