mode,load,0_efficientnet_b5-2,1_vgg13-32,2_vgg19-2
mps-uncap,0.8,35.78591346740723,15.993714332580566,11.466026306152344
mps-uncap,0.9,53.07793617248535,16.613483428955078,14.768123626708984
mps-uncap,1.0,73.21417331695557,17.055988311767578,17.01831817626953
mps-uncap,0.5,19.643545150756836,15.006780624389648,2.6252269744873047
mps-uncap,0.6,19.634723663330078,15.391945838928223,2.8591156005859375
mps-uncap,0.7,22.606372833251953,15.621304512023926,9.209871292114258
mps-uncap,0.1,20.26987075805664,14.574766159057617,2.530217170715332
mps-uncap,0.2,20.57790756225586,14.572620391845703,2.533435821533203
mps-uncap,0.3,20.626068115234375,14.667272567749023,2.534151077270508
mps-uncap,0.4,19.493579864501953,14.811277389526367,2.5663375854492188
