mode,load,0_efficientnet_b5-2,1_vgg13-32,2_vgg19-2
mps-uncap,0.8,8.530616760253906,14.553546905517578,2.252817153930664
mps-uncap,0.9,8.492708206176758,14.571189880371094,2.250194549560547
mps-uncap,1.0,8.531332015991211,14.537334442138672,2.2280216217041016
mps-uncap,0.5,8.61215591430664,14.48678970336914,2.251148223876953
mps-uncap,0.6,8.366107940673828,14.47296142578125,2.2439956665039062
mps-uncap,0.7,8.492708206176758,14.506816864013672,2.2552013397216797
mps-uncap,0.1,9.681224822998047,14.459609985351562,2.2547245025634766
mps-uncap,0.2,8.632183074951172,14.452457427978516,2.242565155029297
mps-uncap,0.3,9.102106094360352,14.483451843261719,2.2492408752441406
mps-uncap,0.4,8.448362350463867,14.464378356933594,2.2356510162353516
