mode,load,0_efficientnet_b5-2,1_vgg13-32,2_vgg19-2
mps-uncap,0.8,68.68968009948732,16.980648040771484,16.986656188964844
mps-uncap,0.9,82.23586082458496,17.182445526123047,17.920255661010742
mps-uncap,1.0,80.9016466140747,17.37380027770996,19.165086746215824
mps-uncap,0.5,37.429094314575195,15.805721282958984,14.30976390838623
mps-uncap,0.6,52.56500244140625,16.36655330657959,15.627717971801756
mps-uncap,0.7,59.72800254821777,16.637325286865234,16.46270751953125
mps-uncap,0.1,21.056532859802246,14.708089828491213,2.650618553161621
mps-uncap,0.2,26.319217681884766,15.308809280395508,9.31692123413086
mps-uncap,0.3,28.474926948547363,15.461969375610352,11.687517166137695
mps-uncap,0.4,38.56592178344729,15.665769577026367,13.785648345947267
