mode,load,0_efficientnet_b5-2,1_vgg13-32,2_vgg19-2
mps-uncap,0.8,0.01239776611328125,0.010013580322265625,0.010013580322265625
mps-uncap,0.9,0.012636184692382812,0.012159347534179688,0.010251998901367188
mps-uncap,1.0,0.02002716064453125,0.01621246337890625,0.010967254638671875
mps-uncap,0.5,0.01430511474609375,0.011205673217773438,0.011682510375976562
mps-uncap,0.6,0.012874603271484375,0.011444091796875,0.010251998901367188
mps-uncap,0.7,0.012636184692382812,0.012159347534179688,0.011205673217773438
mps-uncap,0.1,0.014543533325195312,0.014781951904296875,0.018835067749023438
mps-uncap,0.2,0.014066696166992188,0.011682510375976562,0.010251998901367188
mps-uncap,0.3,0.019788742065429688,0.012636184692382812,0.01049041748046875
mps-uncap,0.4,0.013113021850585938,0.011444091796875,0.010251998901367188
