mode,load,0_efficientnet_b5-2,1_vgg13-32,2_vgg19-2
mps-uncap,0.8,47.97697067260742,29.63089942932129,13.494014739990234
mps-uncap,0.9,80.64389228820801,49.03268814086914,20.171642303466797
mps-uncap,1.0,673.2218265533447,900.2945423126221,284.42680835723877
mps-uncap,0.5,20.63119411468506,15.518665313720703,3.0078887939453125
mps-uncap,0.6,22.188425064086914,17.562389373779297,6.641864776611328
mps-uncap,0.7,28.15723419189453,23.209571838378906,10.765314102172852
mps-uncap,0.1,20.334362983703613,14.648914337158203,2.5949478149414062
mps-uncap,0.2,20.660877227783203,14.649152755737305,2.6051998138427734
mps-uncap,0.3,20.749688148498535,14.987587928771973,2.6092529296875
mps-uncap,0.4,20.104169845581055,15.3961181640625,2.676725387573242
