mode,load,0_densenet201-32,1_mobilenet_v3_large-32,2_resnet152-16
mps-uncap,0.8,61.61046028137207,17.430543899536133,43.99466514587402
mps-uncap,0.9,59.7226619720459,17.931222915649414,44.23785209655762
mps-uncap,1.0,63.152313232421875,17.619609832763672,44.523000717163086
mps-uncap,0.5,57.39092826843262,16.737699508666992,38.984060287475586
mps-uncap,0.6,57.565927505493164,18.180131912231445,41.65315628051758
mps-uncap,0.7,60.46104431152344,17.23766326904297,43.26963424682617
mps-uncap,0.1,39.60871696472168,16.792774200439453,34.69276428222656
mps-uncap,0.2,42.12641716003418,17.49396324157715,34.58404541015625
mps-uncap,0.3,52.39582061767578,16.767501831054688,39.758920669555664
mps-uncap,0.4,58.35223197937012,17.069339752197266,40.10200500488281
