mode,load,0_densenet201-32,1_mobilenet_v3_large-32,2_resnet152-16
mps-uncap,0.8,458.0232371771338,2138.4985073264497,311.8777903183175
mps-uncap,0.9,491.3833896891036,2411.7679189700902,354.65540506694816
mps-uncap,1.0,534.41858023254,2619.8956387528165,409.090515546894
mps-uncap,0.5,262.9200485776029,1285.909030681301,193.86357129723078
mps-uncap,0.6,305.5855063427805,1567.6831472824006,238.96689502308868
mps-uncap,0.7,394.4058648962588,1869.5153355310479,281.45823115708924
mps-uncap,0.1,55.46888466979672,271.92003129216266,39.002012700393216
mps-uncap,0.2,97.553204719178,533.4529583688718,80.47550610935767
mps-uncap,0.3,166.60519375429965,833.2434639101745,113.48775875831015
mps-uncap,0.4,189.73212879493929,1102.6203721819302,149.87564564716374
