mode,load,0_densenet201-32,1_mobilenet_v3_large-32,2_resnet152-16
mps-uncap,0.8,45.03822326660156,8.749127388000488,30.614376068115234
mps-uncap,0.9,51.045894622802734,10.259628295898438,35.89463233947754
mps-uncap,1.0,58.81524085998535,11.06882095336914,38.977622985839844
mps-uncap,0.5,33.875346183776855,7.099390029907227,17.426252365112305
mps-uncap,0.6,37.18924522399902,7.138252258300781,19.498586654663086
mps-uncap,0.7,40.231943130493164,7.487773895263672,23.130178451538086
mps-uncap,0.1,28.879523277282715,7.292509078979492,18.051862716674805
mps-uncap,0.2,28.50937843322754,7.150173187255859,18.282175064086914
mps-uncap,0.3,29.783010482788086,7.257580757141113,18.213272094726562
mps-uncap,0.4,31.411170959472656,7.196784019470215,17.458796501159668
