mode,load,0_densenet201-32,1_mobilenet_v3_large-32,2_resnet152-16
mps-uncap,0.8,493.55244636535645,93.98221969604492,242.7511215209961
mps-uncap,0.9,818.6028003692627,253.10301780700684,430.54986000061035
mps-uncap,1.0,1390.4228210449219,568.7582492828369,1098.1125831604004
mps-uncap,0.5,144.86026763916016,45.11666297912598,105.61752319335938
mps-uncap,0.6,238.65842819213867,64.13125991821289,153.27048301696777
mps-uncap,0.7,248.85177612304688,122.12276458740234,181.09869956970215
mps-uncap,0.1,48.40278625488281,16.816139221191406,34.71636772155762
mps-uncap,0.2,59.67092514038086,25.399208068847656,44.63505744934082
mps-uncap,0.3,92.46635437011719,26.20244026184082,64.32914733886719
mps-uncap,0.4,122.71714210510254,36.86380386352539,72.49331474304199
