mode,load,0_densenet201-32,1_mobilenet_v3_large-32,2_resnet152-16
mps-uncap,0.8,32.06515312194824,3.3141374588012695,9.186983108520508
mps-uncap,0.9,51.819801330566406,11.86370849609375,30.394315719604492
mps-uncap,1.0,332.8382968902588,103.53279113769531,424.9265193939209
mps-uncap,0.5,0.060558319091796875,0.04887580871582031,0.057220458984375
mps-uncap,0.6,0.0591278076171875,0.04458427429199219,0.057697296142578125
mps-uncap,0.7,0.9665489196777344,0.05626678466796875,0.0591278076171875
mps-uncap,0.1,0.06103515625,0.061511993408203125,0.06222724914550781
mps-uncap,0.2,0.062346458435058594,0.05435943603515625,0.058650970458984375
mps-uncap,0.3,0.06222724914550781,0.05316734313964844,0.05888938903808594
mps-uncap,0.4,0.06008148193359375,0.04982948303222656,0.057697296142578125
