mode,load,0_densenet201-32,1_mobilenet_v3_large-32,2_resnet152-16
mps-uncap,0.8,447.4773406982422,79.2684555053711,209.09953117370605
mps-uncap,0.9,768.8632011413574,240.4031753540039,388.83399963378906
mps-uncap,1.0,1330.1143646240234,554.4919967651367,1062.178373336792
mps-uncap,0.5,103.84631156921387,31.3875675201416,79.376220703125
mps-uncap,0.6,198.97103309631348,55.269718170166016,121.22106552124023
mps-uncap,0.7,195.35279273986816,112.77556419372559,149.0025520324707
mps-uncap,0.1,21.906375885009766,8.44264030456543,4.8084259033203125
mps-uncap,0.2,30.090808868408203,15.431642532348633,24.12271499633789
mps-uncap,0.3,61.70654296875,17.592430114746094,37.89019584655762
mps-uncap,0.4,92.50426292419434,26.25107765197754,52.34527587890625
