mode,load,0_densenet201-32,1_mobilenet_v3_large-32,2_resnet152-16
mps-uncap,0.8,26.54743194580078,4.837751388549805,13.942956924438477
mps-uncap,0.9,26.63135528564453,4.810333251953125,13.959884643554688
mps-uncap,1.0,27.201175689697266,4.878997802734375,14.09006118774414
mps-uncap,0.5,26.440143585205078,4.806280136108398,13.849973678588867
mps-uncap,0.6,26.55339241027832,4.834413528442383,13.926982879638672
mps-uncap,0.7,26.453018188476562,4.827976226806641,13.865232467651367
mps-uncap,0.1,26.472091674804688,4.812955856323242,13.921022415161133
mps-uncap,0.2,26.549339294433594,4.8351287841796875,13.851165771484375
mps-uncap,0.3,26.536226272583008,4.836082458496094,13.93747329711914
mps-uncap,0.4,26.54743194580078,4.837512969970703,13.84878158569336
