mode,load,0_densenet201-32,1_mobilenet_v3_large-32,2_resnet152-16
mps-uncap,0.8,26.580095291137695,4.851102828979492,14.014005661010742
mps-uncap,0.9,26.990652084350586,4.831790924072266,13.983011245727539
mps-uncap,1.0,34.82651710510254,4.913568496704102,14.125585556030273
mps-uncap,0.5,26.464462280273438,4.832744598388672,13.875007629394531
mps-uncap,0.6,26.627063751220703,4.848003387451172,13.955831527709961
mps-uncap,0.7,26.54552459716797,4.843473434448242,13.889789581298828
mps-uncap,0.1,26.52740478515625,4.829883575439453,13.945817947387695
mps-uncap,0.2,26.57294273376465,4.856348037719727,13.90695571899414
mps-uncap,0.3,26.57794952392578,4.852294921875,13.962745666503906
mps-uncap,0.4,26.5958309173584,4.852533340454102,13.865232467651367
