mode,load,0_alexnet-2,1_densenet161-16,2_resnet34-2
mps-uncap,0.8,17.066478729248047,175.6077766418457,68.81790161132812
mps-uncap,0.9,124.50759410858156,232.49530792236328,2807.7535152435303
mps-uncap,1.0,3923.1323719024654,7220.641374588013,1680.6185245513916
mps-uncap,0.5,3.3383131027221684,63.23289871215822,13.315057754516607
mps-uncap,0.6,5.539417266845703,72.98564910888672,12.119340896606445
mps-uncap,0.7,5.309700965881348,108.48264694213869,30.40313720703125
mps-uncap,0.1,1.763463020324707,33.86693000793457,10.87498664855957
mps-uncap,0.2,2.360916137695313,30.43391704559326,13.186907768249512
mps-uncap,0.3,2.507448196411133,37.713050842285156,12.172222137451172
mps-uncap,0.4,3.1498432159423824,47.31481075286867,11.044025421142578
