mode,load,0_alexnet-2,1_densenet161-16,2_resnet34-2
mps-uncap,0.8,2.0895004272460938,28.34644317626953,7.961630821228027
mps-uncap,0.9,2.0870208740234872,27.79364585876465,8.09011459350586
mps-uncap,1.0,1.8906116485595692,29.761433601379395,7.3859691619873065
mps-uncap,0.5,1.6400575637817387,28.586244583129886,7.040739059448244
mps-uncap,0.6,1.9854307174682617,29.326510429382324,6.028509140014647
mps-uncap,0.7,1.7459392547607422,30.418109893798828,7.789134979248047
mps-uncap,0.1,1.4716386795043945,31.306505203247077,8.013486862182617
mps-uncap,0.2,1.4369726181030273,29.301142692565918,7.941055297851562
mps-uncap,0.3,1.4498233795166016,25.22554397583009,7.7544450759887695
mps-uncap,0.4,1.66935920715332,26.259827613830566,6.794214248657227
