mode,load,0_alexnet-2,1_densenet161-16,2_resnet34-2
mps-uncap,0.8,3.264188766479492,28.84469509124756,9.850015640258787
mps-uncap,0.9,3.3989763259887686,28.71870994567871,9.582476615905762
mps-uncap,1.0,3.20542335510254,30.198383331298828,8.481197357177733
mps-uncap,0.5,2.641890048980713,30.69814682006836,9.504299163818356
mps-uncap,0.6,2.9524683952331543,31.203513145446763,7.995495796203613
mps-uncap,0.7,2.716374397277833,32.51972675323486,9.67569351196289
mps-uncap,0.1,2.6872992515563934,36.8514108657837,9.104490280151367
mps-uncap,0.2,2.7514839172363206,30.216844081878662,9.32118892669678
mps-uncap,0.3,2.567982673645019,28.508276939392086,9.321212768554688
mps-uncap,0.4,2.9249286651611346,28.908710479736314,8.25434923171997
