mode,load,0_alexnet-2,1_densenet161-16,2_resnet34-2
mps-uncap,0.8,49.28731918334961,368.4422969818115,159.46459770202637
mps-uncap,0.9,204.08225059509277,530.297040939331,3404.046058654785
mps-uncap,1.0,4428.654193878174,7730.679273605347,2171.3201999664307
mps-uncap,0.5,11.557817459106445,220.08800506591797,55.16338348388672
mps-uncap,0.6,19.763469696044922,170.9606647491455,35.20464897155762
mps-uncap,0.7,14.127492904663086,255.0954818725586,80.97219467163086
mps-uncap,0.1,5.790233612060547,53.5433292388916,24.326801300048828
mps-uncap,0.2,7.224798202514648,80.3983211517334,33.04767608642578
mps-uncap,0.3,9.182453155517578,70.9679126739502,27.495384216308594
mps-uncap,0.4,13.021707534790039,103.0282974243164,29.44493293762207
