mode,load,0_alexnet-2,1_densenet161-16,2_resnet34-2
mps-uncap,0.8,1241.3708439490827,460.4467671533457,351.6596441334676
mps-uncap,0.9,1383.2154907579475,533.492800299099,375.03440030110636
mps-uncap,1.0,1407.8700686325747,541.7207538899312,420.21021710601485
mps-uncap,0.5,788.0975573468636,311.63930617769506,222.74102173448034
mps-uncap,0.6,920.9627333211671,364.1532356994181,260.6616732298097
mps-uncap,0.7,1075.5395208574387,415.9364668992557,312.6746531435756
mps-uncap,0.1,156.99857483968776,53.6821785523113,43.50158527222968
mps-uncap,0.2,312.7859413853371,123.55202576994715,88.28470908046882
mps-uncap,0.3,461.53597523111426,174.26679314861795,126.95930077495517
mps-uncap,0.4,624.5247031944677,218.55566962326924,177.08496694751122
