mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,0.03147125244140625,0.02956390380859375,0.029802322387695312
mig,0.6,4.218339920043945,1.6037225723266602,5.330920219421387
mps-uncap,0.7,0.032901763916015625,0.7083415985107422,0.029087066650390625
mig,0.7,10.412454605102539,3.206014633178711,9.18734073638916
mps-uncap,0.8,3.1156539916992188,2.5250911712646484,0.03528594970703125
mig,0.8,17.853140830993652,4.904270172119141,14.009714126586914
mps-uncap,0.9,6.193876266479492,8.592486381530762,4.97746467590332
mig,0.9,30.687451362609863,10.728120803833008,39.89112377166748
mps-uncap,1.0,14.664411544799805,78.94396781921387,6.302475929260254
mig,1.0,265.7320499420166,93.51944923400879,117.53487586975098
mps-uncap,1.1,78.13000679016113,6726.4416217803955,90.2855396270752
mig,1.1,2947.3129510879517,2635.6215476989746,4456.384897232056
mps-uncap,1.2,147.29642868041992,17243.824005126953,2968.8220024108887
mig,1.2,7887.327194213867,6360.442161560059,7693.591356277466
mps-uncap,1.3,5738.63685131073,18085.485577583313,3912.3716354370117
mig,1.3,9738.97910118103,8994.125604629517,10175.883054733276
