mode,load,0_resnet50-16,1_resnet18-8,2_resnet50-8
mps-uncap,0.6,50.27508735656738,30.350685119628906,32.799720764160156
mig,0.6,103.61957550048828,34.58404541015625,90.09671211242676
mps-uncap,0.7,58.96592140197754,36.72432899475098,51.67698860168457
mig,0.7,151.8573760986328,37.888526916503906,125.4725456237793
mps-uncap,0.8,74.93448257446289,109.05051231384277,62.97135353088379
mig,0.8,183.1507682800293,69.65160369873047,192.85917282104492
mps-uncap,0.9,109.32564735412598,182.38592147827148,110.19778251647949
mig,0.9,213.29092979431152,129.76813316345215,382.14731216430664
mps-uncap,1.0,208.42695236206055,404.4985771179199,114.53819274902344
mig,1.0,968.3654308319092,1180.5946826934814,809.6845149993896
mps-uncap,1.1,350.68488121032715,13381.449222564697,564.5403861999512
mig,1.1,6902.241468429565,6434.802055358887,9453.938961029053
mps-uncap,1.2,790.4348373413086,33569.35238838196,5905.6854248046875
mig,1.2,15879.021406173706,13993.623733520508,16109.33804512024
mps-uncap,1.3,12407.006740570068,36068.10164451599,7518.707752227783
mig,1.3,20941.9264793396,19640.009880065918,20003.878355026245
